source_project,source_dataset,source_label,source_path,reason,mapped_unified_label,mapping_decision,note
devraj,mendeley,32 Curated Categories of Skin Disease Images,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/32 Curated Categories of Skin Disease Images,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Actinic Keratosis,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Actinic Keratosis,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Darier's Disease,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Darier's Disease,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Dermatofibroma,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Dermatofibroma,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Epidermolysis Bullosa Pruriginosa,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Epidermolysis Bullosa Pruriginosa,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Hailey-Hailey Disease,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Hailey-Hailey Disease,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Larva Migrans,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Larva Migrans,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Leprosy Borderline,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Leprosy Borderline,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Leprosy Lepromatous,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Leprosy Lepromatous,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Leprosy Tuberculoid,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Leprosy Tuberculoid,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Lichen Planus,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Lichen Planus,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Melanoma,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Melanoma,protected_original_8_devraj_source_skipped,melanoma,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,mendeley,Mycosis Fungoides,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Mycosis Fungoides,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Neurofibromatosis,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Neurofibromatosis,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Nevus,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Nevus,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Normal,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Normal,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Papilomatosis Confluentes And Reticulate,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Papilomatosis Confluentes And Reticulate,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Pediculosis Capitis,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Pediculosis Capitis,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Pigmented Benign Keratosis,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Pigmented Benign Keratosis,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Pityriasis Rosea,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Pityriasis Rosea,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Porokeratosis Actinic,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Porokeratosis Actinic,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Psoriasis,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Psoriasis,protected_original_8_devraj_source_skipped,plaque_psoriasis,review_include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,mendeley,Seborrheic Keratosis,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Seborrheic Keratosis,not_included_by_synonym_map,seborrheic_dermatitis,exclude,Different condition from seborrheic dermatitis.
devraj,mendeley,Tinea Corporis,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Tinea Corporis,protected_original_8_devraj_source_skipped,tinea_corporis,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,mendeley,Tinea Nigra,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Tinea Nigra,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Tungiasis,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Tungiasis,not_included_by_synonym_map,,unmapped,
devraj,mendeley,Vascular Lesion,/backup/Intern/Devraj/mendeley-skin-dataset/extracted_data/Vascular Lesion,not_included_by_synonym_map,,unmapped,
devraj,scalp_dataset,acne-keloidalis,/backup/Intern/Devraj/scalp-dataset/all/acne-keloidalis,not_included_by_synonym_map,,unmapped,
devraj,scalp_dataset,alopecia-areata,/backup/Intern/Devraj/scalp-dataset/all/alopecia-areata,protected_original_8_devraj_source_skipped,alopecia_areata,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,scalp_dataset,androgenic-alopecia,/backup/Intern/Devraj/scalp-dataset/all/androgenic-alopecia,not_included_by_synonym_map,,unmapped,
devraj,scalp_dataset,dissecting-cellulitis,/backup/Intern/Devraj/scalp-dataset/all/dissecting-cellulitis,not_included_by_synonym_map,,unmapped,
devraj,scalp_dataset,folliculitis-decalvans,/backup/Intern/Devraj/scalp-dataset/all/folliculitis-decalvans,not_included_by_synonym_map,,unmapped,
devraj,scalp_dataset,hirsutism,/backup/Intern/Devraj/scalp-dataset/all/hirsutism,not_included_by_synonym_map,,unmapped,
devraj,scalp_dataset,hot-comb-alopecia,/backup/Intern/Devraj/scalp-dataset/all/hot-comb-alopecia,not_included_by_synonym_map,,unmapped,
devraj,scalp_dataset,lichen-planopilaris,/backup/Intern/Devraj/scalp-dataset/all/lichen-planopilaris,not_included_by_synonym_map,,unmapped,
devraj,scalp_dataset,pseudopelade,/backup/Intern/Devraj/scalp-dataset/all/pseudopelade,not_included_by_synonym_map,,unmapped,
devraj,scalp_dataset,telogen-effluvium,/backup/Intern/Devraj/scalp-dataset/all/telogen-effluvium,not_included_by_synonym_map,,unmapped,
devraj,scalp_dataset,trichorrhexis-nodosa,/backup/Intern/Devraj/scalp-dataset/all/trichorrhexis-nodosa,not_included_by_synonym_map,,unmapped,
devraj,scalp_dataset,trichotillomania,/backup/Intern/Devraj/scalp-dataset/all/trichotillomania,not_included_by_synonym_map,,unmapped,
devraj,scalp_dataset,tufted-folliculitis,/backup/Intern/Devraj/scalp-dataset/all/tufted-folliculitis,not_included_by_synonym_map,,unmapped,
devraj,hair_diseases_train,Alopecia Areata,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/train/Alopecia Areata,protected_original_8_devraj_source_skipped,alopecia_areata,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,hair_diseases_train,Contact Dermatitis,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/train/Contact Dermatitis,protected_original_8_devraj_source_skipped,contact_dermatitis,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,hair_diseases_train,Folliculitis,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/train/Folliculitis,protected_original_8_devraj_source_skipped,folliculitis,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,hair_diseases_train,Head Lice,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/train/Head Lice,not_included_by_synonym_map,,unmapped,
devraj,hair_diseases_train,Lichen Planus,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/train/Lichen Planus,not_included_by_synonym_map,,unmapped,
devraj,hair_diseases_train,Male Pattern Baldness,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/train/Male Pattern Baldness,not_included_by_synonym_map,,unmapped,
devraj,hair_diseases_train,Psoriasis,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/train/Psoriasis,protected_original_8_devraj_source_skipped,plaque_psoriasis,review_include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,hair_diseases_train,Seborrheic Dermatitis,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/train/Seborrheic Dermatitis,protected_original_8_devraj_source_skipped,seborrheic_dermatitis,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,hair_diseases_train,Telogen Effluvium,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/train/Telogen Effluvium,not_included_by_synonym_map,,unmapped,
devraj,hair_diseases_train,Tinea Capitis,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/train/Tinea Capitis,not_included_by_synonym_map,,unmapped,
devraj,hair_diseases_val,Alopecia Areata,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/val/Alopecia Areata,protected_original_8_devraj_source_skipped,alopecia_areata,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,hair_diseases_val,Contact Dermatitis,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/val/Contact Dermatitis,protected_original_8_devraj_source_skipped,contact_dermatitis,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,hair_diseases_val,Folliculitis,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/val/Folliculitis,protected_original_8_devraj_source_skipped,folliculitis,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,hair_diseases_val,Head Lice,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/val/Head Lice,not_included_by_synonym_map,,unmapped,
devraj,hair_diseases_val,Lichen Planus,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/val/Lichen Planus,not_included_by_synonym_map,,unmapped,
devraj,hair_diseases_val,Male Pattern Baldness,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/val/Male Pattern Baldness,not_included_by_synonym_map,,unmapped,
devraj,hair_diseases_val,Psoriasis,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/val/Psoriasis,protected_original_8_devraj_source_skipped,plaque_psoriasis,review_include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,hair_diseases_val,Seborrheic Dermatitis,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/val/Seborrheic Dermatitis,protected_original_8_devraj_source_skipped,seborrheic_dermatitis,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,hair_diseases_val,Telogen Effluvium,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/val/Telogen Effluvium,not_included_by_synonym_map,,unmapped,
devraj,hair_diseases_val,Tinea Capitis,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/val/Tinea Capitis,not_included_by_synonym_map,,unmapped,
devraj,hair_diseases_test,Alopecia Areata,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/test/Alopecia Areata,protected_original_8_devraj_source_skipped,alopecia_areata,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,hair_diseases_test,Contact Dermatitis,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/test/Contact Dermatitis,protected_original_8_devraj_source_skipped,contact_dermatitis,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,hair_diseases_test,Folliculitis,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/test/Folliculitis,protected_original_8_devraj_source_skipped,folliculitis,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,hair_diseases_test,Head Lice,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/test/Head Lice,not_included_by_synonym_map,,unmapped,
devraj,hair_diseases_test,Lichen Planus,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/test/Lichen Planus,not_included_by_synonym_map,,unmapped,
devraj,hair_diseases_test,Male Pattern Baldness,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/test/Male Pattern Baldness,not_included_by_synonym_map,,unmapped,
devraj,hair_diseases_test,Psoriasis,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/test/Psoriasis,protected_original_8_devraj_source_skipped,plaque_psoriasis,review_include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,hair_diseases_test,Seborrheic Dermatitis,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/test/Seborrheic Dermatitis,protected_original_8_devraj_source_skipped,seborrheic_dermatitis,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,hair_diseases_test,Telogen Effluvium,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/test/Telogen Effluvium,not_included_by_synonym_map,,unmapped,
devraj,hair_diseases_test,Tinea Capitis,/backup/Intern/Devraj/hair-diseases/Hair Diseases - Final/test/Tinea Capitis,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Actinic keratosis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Actinic keratosis,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Darier_s Disease,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Darier_s Disease,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Dermatofibroma,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Dermatofibroma,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Epidermolysis Bullosa Pruriginosa,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Epidermolysis Bullosa Pruriginosa,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Hailey-Hailey Disease,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Hailey-Hailey Disease,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Larva Migrans,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Larva Migrans,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Leprosy Borderline,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Leprosy Borderline,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Leprosy Lepromatous,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Leprosy Lepromatous,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Leprosy Tuberculoid,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Leprosy Tuberculoid,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Lichen Planus,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Lichen Planus,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Melanoma,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Melanoma,protected_original_8_devraj_source_skipped,melanoma,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,atlas_31_train,Mycosis Fungoides,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Mycosis Fungoides,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Neurofibromatosis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Neurofibromatosis,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Nevus,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Nevus,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Papilomatosis Confluentes And Reticulate,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Papilomatosis Confluentes And Reticulate,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Pediculosis Capitis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Pediculosis Capitis,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Pigmented Benign Keratosis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Pigmented Benign Keratosis,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Pityriasis Rosea,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Pityriasis Rosea,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Porokeratosis Actinic,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Porokeratosis Actinic,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Psoriasis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Psoriasis,protected_original_8_devraj_source_skipped,plaque_psoriasis,review_include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,atlas_31_train,Seborrheic keratosis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Seborrheic keratosis,not_included_by_synonym_map,seborrheic_dermatitis,exclude,Different condition from seborrheic dermatitis.
devraj,atlas_31_train,Tinea Corporis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Tinea Corporis,protected_original_8_devraj_source_skipped,tinea_corporis,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,atlas_31_train,Tinea Nigra,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Tinea Nigra,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Tungiasis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Tungiasis,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_train,Vascular lesion,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/train/Vascular lesion,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Actinic Keratosis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Actinic Keratosis,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Darier_s Disease,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Darier_s Disease,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Dermatofibroma,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Dermatofibroma,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Epidermolysis Bullosa Pruriginosa,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Epidermolysis Bullosa Pruriginosa,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Hailey-Hailey Disease,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Hailey-Hailey Disease,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Larva Migrans,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Larva Migrans,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Leprosy Borderline,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Leprosy Borderline,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Leprosy Lepromatous,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Leprosy Lepromatous,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Leprosy Tuberculoid,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Leprosy Tuberculoid,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Lichen Planus,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Lichen Planus,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Melanoma,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Melanoma,protected_original_8_devraj_source_skipped,melanoma,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,atlas_31_test,Mycosis Fungoides,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Mycosis Fungoides,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Neurofibromatosis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Neurofibromatosis,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Nevus,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Nevus,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Papilomatosis Confluentes And Reticulate,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Papilomatosis Confluentes And Reticulate,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Pediculosis Capitis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Pediculosis Capitis,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Pigmented Benign Keratosis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Pigmented Benign Keratosis,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Pityriasis Rosea,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Pityriasis Rosea,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Porokeratosis Actinic,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Porokeratosis Actinic,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Psoriasis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Psoriasis,protected_original_8_devraj_source_skipped,plaque_psoriasis,review_include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,atlas_31_test,Seborrheic keratosis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Seborrheic keratosis,not_included_by_synonym_map,seborrheic_dermatitis,exclude,Different condition from seborrheic dermatitis.
devraj,atlas_31_test,Tinea Corporis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Tinea Corporis,protected_original_8_devraj_source_skipped,tinea_corporis,include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,atlas_31_test,Tinea Nigra,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Tinea Nigra,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Tungiasis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Tungiasis,not_included_by_synonym_map,,unmapped,
devraj,atlas_31_test,Vascular lesion,/backup/Intern/Devraj/home_cache/kagglehub/datasets/kelixo25/31-classes-of-skin-disease/versions/1/Atlas dan ISIC2019 (31 classes)/test/Vascular lesion,not_included_by_synonym_map,,unmapped,
devraj,pacific_train,Actinic_Keratosis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Actinic_Keratosis,not_included_by_synonym_map,,unmapped,
devraj,pacific_train,Benign_tumors,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Benign_tumors,not_included_by_synonym_map,,unmapped,
devraj,pacific_train,Bullous,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Bullous,not_included_by_synonym_map,,unmapped,
devraj,pacific_train,Eczema,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Eczema,not_included_by_synonym_map,atopic_dermatitis,exclude,Too broad; not automatically mapped to atopic dermatitis.
devraj,pacific_train,Infestations_Bites,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Infestations_Bites,not_included_by_synonym_map,,unmapped,
devraj,pacific_train,Lichen,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Lichen,not_included_by_synonym_map,,unmapped,
devraj,pacific_train,Moles,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Moles,not_included_by_synonym_map,,unmapped,
devraj,pacific_train,Psoriasis,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Psoriasis,protected_original_8_devraj_source_skipped,plaque_psoriasis,review_include,Original 8 Devraj classes are kept only from selected_900plus_final.
devraj,pacific_train,Rosacea,/backup/Intern/Devraj/home_cache/kagglehub/datasets/pacificrm/skindiseasedataset/versions/6/SkinDisease/SkinDisease/train/Rosacea,not_included_by_synonym_map,,unmapped,
