source_project,source_dataset,source_label,source_path,reason,mapped_unified_label,mapping_decision,note
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_212_327_532.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_935_1786_482.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_258_397_198.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_168_260_654.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_596_1146_294.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_314_672_909.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_255_388_231.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_809_1527_202.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_224_343_782.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_959_1813_1000.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_448_875_81.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_773_1459_554.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_90_139_57.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_827_1598_85.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_954_1808_415.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_337_706_598.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_771_1488_922.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_379_1531_17.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_392_792_712.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_768_1449_842.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_633_1199_218.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_53_1144_892.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_473_911_610.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_816_1544_933.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_330_698_302.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_159_246_630.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_571_1096_10.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_510_959_985.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_768_1450_402.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_123_186_718.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_59_93_342.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_330_1440_532.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_796_1509_400.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_535_1010_303.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_150_1799_644.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_192_296_824.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_142_210_904.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_722_1376_280.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_953_1806_845.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Melanoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_340_714_314.png,missing_image_path,melanoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_845_1604_313.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_168_262_292.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_903_1720_647.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_272_419_906.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_164_255_119.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_944_1795_666.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_490_933_17.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_180_279_746.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_789_1483_793.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_53_81_522.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_494_939_518.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_835_1578_52.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_325_689_528.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_432_851_386.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_147_219_544.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_267_1062_418.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_968_1835_721.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Melanoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_717_1347_899.png,missing_image_path,melanoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_852_1629_265.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_217_1290_283.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_605_1152_536.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_613_1164_827.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_881_1681_462.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_75_113_165.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_817_1537_943.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_786_1480_914.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_269_415_103.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_788_1503_541.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_823_1558_67.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_492_937_126.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_386_1554_455.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_40_56_160.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_313_669_908.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_464_900_548.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_658_1266_149.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_657_1247_455.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_154_235_30.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_810_1526_67.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_935_1785_530.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_637_1434_684.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_610_1156_461.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_252_383_31.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_96_150_743.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_745_1406_409.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_797_1511_805.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_928_1764_426.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_397_797_638.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_818_1539_859.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_506_957_377.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_918_1742_456.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_993_1865_559.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_268_413_643.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_207_313_1.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_342_716_316.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_970_1833_270.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_245_376_24.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_380_773_362.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_834_1574_276.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_265_407_421.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_674_1277_9.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_534_1009_924.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_690_1309_154.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_505_951_710.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_564_1079_430.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Melanoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_719_1361_234.png,missing_image_path,melanoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_950_1804_334.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_406_808_975.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_237_362_52.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_593_1127_823.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_487_930_973.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_678_1298_396.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_810_1526_639.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_83_126_820.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_901_1716_497.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_787_1482_328.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_467_904_535.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_684_1303_178.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_822_1550_132.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_629_1192_362.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_919_1744_451.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_650_1241_329.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_460_894_242.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_626_1187_34.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_633_1199_745.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Melanoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_902_1718_852.png,missing_image_path,melanoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_877_1667_118.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_645_1222_860.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_478_916_979.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_377_1580_429.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_565_1073_749.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_386_784_470.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Squamous Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_108_161_878.png,missing_image_path,squamous_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_545_1029_650.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
dermassist,PAD_UFES_20,Basal Cell Carcinoma,/backup/TeleDerm/Derma/PAD_UFES_20/PAT_559_1093_774.png,missing_image_path,basal_cell_carcinoma,include,Path from DermAssist manifest does not exist.
